Week,Property Country,Platform Type Name,Net Orders,Net Gross Booking Value USD,Booking value per order,Net Order Percent Change by Platform,Net Gross Booking Value USD Percent Change by Platform,Booking value per order Percent Change by Platform
2017-W45,Bahamas,Mobile App,19,9201.5164,641.3378222222223,2.1666666666666665,0.75865928151495,-0.3523102847402251
2017-W45,Bahamas,Mobile Web,24,18980.4956,1018.13195,1.6666666666666665,0.369428318287812,-0.18201144473166753
2017-W45,Bahrain,Desktop,29,9530.9955,321.74973530303026,0.3181818181818181,-0.4799415187932341,-0.5711616246010566
2017-W45,Bahrain,Mobile App,15,9691.3956,952.3488180555555,0.5,3.0127912177494016,3.2224619004721777
2017-W45,Bahrain,Mobile Web,10,7474.5047,770.41890625,0.4285714285714286,3.036608661121826,1.8004718455707085
2017-W45,Bangladesh,Desktop,14,4918.8397,379.83513000000005,1.3333333333333335,1.1847678740623047,-0.10185538381041404
2017-W45,Bangladesh,Mobile App,6,2490.053,415.0088333333333,1.0,1.3628046292525307,0.2371271339678318
2017-W45,Bangladesh,Mobile Web,2,800.759,400.3795,1.0,-0.18951518218623475,-0.5947575910931173
2017-W45,Barbados,Desktop,54,65995.2228,1466.667305,0.018867924528301883,0.13312938046302336,0.1860706434125956
2017-W45,Barbados,Mobile App,5,10035.3236,2254.7509,0.6666666666666667,9.107287486906776,4.4165261937793145
2017-W45,Barbados,Mobile Web,12,17615.1819,1893.9899333333333,0.33333333333333326,1.3844932596696093,1.722985220442328
2017-W45,Belarus,Desktop,2,780.0,390.0,-0.33333333333333337,-0.25287356321839083,0.02564102564102555
2017-W45,Belgium,Desktop,895,259401.3669,328.3094650526931,0.31231671554252194,0.1942160560473265,0.07094263392005895
2017-W45,Belgium,Mobile App,156,32286.041800000003,204.19578601544413,1.0,0.9438811053869267,-0.1541183675748462
2017-W45,Belgium,Mobile Web,145,38720.6514,266.041785828267,0.44999999999999996,0.4605748848249329,0.022977981123485147
2017-W45,Belize,Desktop,54,33992.1325,646.7082976190477,-0.0357142857142857,-0.05126232248917084,0.27874742052305734
2017-W45,Belize,Mobile App,16,5540.329299999999,339.84401249999996,3.0,1.1975666767151107,-0.5829896036991894
2017-W45,Belize,Mobile Web,14,8077.29,430.5684722222222,1.3333333333333335,0.5876696531291419,-0.47589408265653
2017-W45,Benin,Desktop,1,519.6228,519.6228,0.0,1.2888855607435468,1.2888855607435468
2017-W45,Benin,Mobile App,2,328.52,164.26,,,
2017-W45,Bermuda,Desktop,20,22023.4297,1249.32417,-0.04761904761904767,-0.16306198267177263,-0.07450381987583676
2017-W45,Bermuda,Mobile App,2,2549.7309999999998,1274.8654999999999,0.0,0.4951189477943203,0.4951189477943203
2017-W45,Bermuda,Mobile Web,2,834.35,417.175,-0.5,-0.763446561065575,-0.536146665900697
2017-W45,Bolivia,Desktop,43,13131.7012,432.29855702380956,0.9545454545454546,0.509897730156532,0.27233529774129606
2017-W45,Bolivia,Mobile App,17,2896.2652,155.11355333333333,7.5,8.198002539381694,-0.014776093396062007
2017-W45,Bolivia,Mobile Web,11,1903.6109000000001,204.2849,0.375,1.0305707091319052,0.7432761464349267
2017-W45,"Bonaire, Sint Eustatius and Saba",Desktop,3,1956.38,652.1266666666667,-0.5714285714285714,-0.614286885677222,-0.29121931674481194
2017-W45,Bosnia and Herzegovina,Desktop,8,1822.5138000000002,246.83778333333336,1.0,2.8307612952478323,0.8346706614940047
2017-W45,Bosnia and Herzegovina,Mobile App,3,245.57739999999998,81.85913333333333,2.0,1.1900058411475403,-0.2699980529508199
2017-W45,Bosnia and Herzegovina,Mobile Web,1,354.3912,354.3912,0.0,-0.1252878550706179,-0.1252878550706179
2017-W45,Botswana,Desktop,5,3840.9377,768.18754,0.0,-0.15877199745065018,-0.046512985451391486
2017-W45,Botswana,Mobile Web,1,20.8608,20.8608,0.0,-0.9049698931020628,-0.9049698931020628
2017-W45,Brazil,Desktop,7244,1385334.2127999999,463.9462322617968,0.8395124428643981,0.16619103605277386,-0.20058598719634824
2017-W45,Brazil,Mobile App,1081,178459.2682,278.8859763162645,2.011142061281337,1.3858540999314797,-0.28296516917087644
2017-W45,Brazil,Mobile Web,1621,277532.37200000003,347.42404060857643,1.6530278232405893,0.5258462004851232,-0.19186252159744754
2017-W45,British Virgin Islands,Desktop,24,18561.7144,917.1070766666666,0.1428571428571428,1.2563791343204196,1.5440774675921407
2017-W45,British Virgin Islands,Mobile App,2,1029.8375,514.91875,1.0,3.1477204075879017,1.0738602037939509
2017-W45,British Virgin Islands,Mobile Web,5,901.98,190.8066666666667,0.6666666666666667,-0.04660331687930075,-0.39494963374803127
2017-W45,Brunei,Desktop,7,923.555,131.93642857142856,2.5,-0.2046520648276322,-0.772757732807895
2017-W45,Brunei,Mobile App,1,89.60140000000001,89.60140000000001,-0.5,-0.7512799444829978,-0.5025598889659958
2017-W45,Bulgaria,Desktop,30,10668.1905,378.31450098039215,-0.11764705882352944,-0.07347979143349914,0.050906266993432814
2017-W45,Bulgaria,Mobile App,14,4633.1998,542.2427607142857,1.7999999999999998,6.8208130323932785,3.0573404757517686
2017-W45,Bulgaria,Mobile Web,8,874.804,114.3592888888889,0.33333333333333326,-0.543094748021405,-0.6915705849154021
2017-W45,Burkina Faso,Desktop,2,747.5323999999999,373.76619999999997,,,
2017-W45,Cambodia,Desktop,325,77660.9983,226.6677293079584,0.25482625482625476,0.19656344831557315,-0.022503210876323565
2017-W45,Cambodia,Mobile App,121,20040.8016,205.1939194062377,0.6805555555555556,0.5660940631147078,-0.10994080091001524
2017-W45,Cambodia,Mobile Web,77,13692.9397,201.11165130568355,0.18461538461538463,-0.25353681218256396,-0.40145255582999684
2017-W45,Cameroon,Desktop,3,544.817,181.60566666666668,-0.25,-0.7541281533614795,-0.6721708711486394
2017-W45,Cameroon,Mobile App,2,1131.14,565.57,1.0,-0.7809382757173213,-0.8904691378586607
2017-W45,Cameroon,Mobile Web,1,316.82,316.82,,,
2017-W45,Canada,Desktop,3543,1207213.4017,370.6671218713223,0.34001512859304084,0.2970803500046899,-0.14564285927887932
2017-W45,Canada,Mobile App,700,157237.1715,325.47750463919044,0.7587939698492463,0.6106553844434928,-0.059318626422136145
2017-W45,Canada,Mobile Web,742,202763.1018,414.97861785853894,0.5787234042553191,0.5954295212582201,0.16862028867296952
2017-W45,Cape Verde,Desktop,4,1787.7995999999998,580.599,1.0,1.3148772394869095,0.5035414599811525
2017-W45,Cape Verde,Mobile App,1,159.586,159.586,-0.5,-0.8517120582796718,-0.7034241165593436
2017-W45,Cape Verde,Mobile Web,4,1208.684,378.60321666666664,3.0,11.245926835520242,2.8358638742571407
2017-W45,Cayman Islands,Desktop,32,34615.479400000004,1193.0074909090908,0.33333333333333326,0.17748525349831512,-0.013113048823572893
2017-W45,Cayman Islands,Mobile App,2,1754.3300000000002,877.1650000000001,-0.5,-0.15429419867696514,0.6914116026460697
2017-W45,Cayman Islands,Mobile Web,3,4403.53,1467.8433333333332,0.0,0.40850760304249634,0.4085076030424961
2017-W45,Chile,Desktop,412,167876.1659,366.47120955613497,0.578544061302682,0.32852484803546056,-0.14423270346112294
2017-W45,Chile,Mobile App,58,17672.2845,398.3577860027473,0.7058823529411764,0.5692026264115018,0.340601023786558
2017-W45,Chile,Mobile Web,60,23522.1469,435.0933012847222,0.17647058823529416,0.41952153141579096,-0.01357374484806273
2017-W45,China,Desktop,1973,666795.5043,366.35157441226283,0.5658730158730159,0.6447369898368545,-0.09456993145194348
2017-W45,China,Mobile App,621,161026.9279,340.5955677326958,1.3085501858736062,1.9742437362645817,0.26523277927073785
2017-W45,China,Mobile Web,316,89257.586,392.8484480126016,0.9627329192546583,1.5242977297782092,0.41496049577767535
2017-W45,Colombia,Desktop,504,163887.8366,337.04832326653064,0.44412607449856734,0.19800650460403002,-0.33625797425329196
2017-W45,Colombia,Mobile App,163,57084.7315,231.71852483766233,0.9176470588235295,1.7297627381019072,-0.1212573995135503
2017-W45,Colombia,Mobile Web,97,25817.270699999997,341.3613385918711,0.4477611940298507,-0.02521528331023859,-0.2178005241700639
2017-W45,Cook Islands,Desktop,2,854.7133,427.35665,-0.5,-0.8528974120587789,-0.7057948241175578
2017-W45,Cook Islands,Mobile Web,3,2980.4145,993.4715,2.0,0.8923392822618819,-0.3692202392460394
2017-W45,Costa Rica,Desktop,642,266074.9456,500.72347976081613,0.9573170731707317,1.8847288504593376,0.5476489544506769
2017-W45,Costa Rica,Mobile App,158,45503.3752,272.19392451118324,1.393939393939394,2.800742757054589,0.23230562846115999
2017-W45,Costa Rica,Mobile Web,104,35720.6375,402.6524074074074,0.35064935064935066,0.49615866652053264,-0.135048705826058
2017-W45,Cote d'ivoire,Desktop,10,16507.8194,1591.9024,4.0,16.762376018162843,2.4257667021745912
2017-W45,Cote d'ivoire,Mobile App,3,1261.5422,364.5261,2.0,7.006741558771262,1.313570068545316
2017-W45,Croatia,Desktop,124,52438.8951,326.54843376293996,0.4252873563218391,0.3682677051191965,-0.011179815580244612
2017-W45,Croatia,Mobile App,61,8370.416,244.6352076190476,2.388888888888889,0.6942452264685435,-0.06318399667765029
2017-W45,Croatia,Mobile Web,23,10184.9952,400.8568366666666,0.4375,0.3040408782502435,0.04990072435652748
2017-W45,Curacao,Desktop,38,24370.1478,672.937725,0.40740740740740744,-0.016719623142106177,-0.35258827118322955
2017-W45,Curacao,Mobile App,4,2397.1824,599.2956,0.33333333333333326,1.4550981657295607,0.8413236242971704
2017-W45,Curacao,Mobile Web,5,11787.0,2843.02875,0.25,1.066892692760145,0.686292212089721
2017-W45,Cyprus,Desktop,77,29149.576,404.70958040726816,2.347826086956522,2.35409160770715,-0.08534801803121483
2017-W45,Cyprus,Mobile App,17,3601.5611,337.4249875,1.8333333333333335,1.9872920107821037,0.5926085316873297
2017-W45,Cyprus,Mobile Web,23,14026.9892,551.1716292207792,0.9166666666666667,6.101167747359222,2.4366163649331942
2017-W45,Czech Republic,Desktop,604,183989.5056,297.0179689268196,0.6368563685636857,0.5615599205149859,-0.015799710788218624
2017-W45,Czech Republic,Mobile App,142,29533.189899999998,237.60955845719093,1.253968253968254,0.9128895717577985,-0.17121909312639083
2017-W45,Czech Republic,Mobile Web,94,26076.9675,277.4555165099042,1.0,0.6378479105108983,-0.3120602517995107
2017-W45,Democratic Republic of the Congo,Desktop,7,4033.6931,504.214525,,,
2017-W45,Democratic Republic of the Congo,Mobile App,1,1246.029,1246.029,,,
2017-W45,Democratic Republic of the Congo,Mobile Web,2,655.8998,327.9499,,,
2017-W45,Denmark,Desktop,922,351889.8268,386.14031138886696,0.5443886097152428,0.49079552273666693,-0.035871433967492594
2017-W45,Denmark,Mobile App,171,47676.1349,344.7937952658061,1.220779220779221,1.2064949714586541,0.2169643337589311
2017-W45,Denmark,Mobile Web,153,55531.6614,341.29706457542454,1.095890410958904,1.3514030819074372,0.09098568574925525
2017-W45,Djibouti,Mobile Web,2,1902.06,951.03,,,
2017-W45,Dominica,Desktop,10,6202.6794,675.1542000000001,1.5,2.9436952611537706,1.0157798017224269
2017-W45,Dominica,Mobile App,3,805.0799999999999,268.35999999999996,2.0,-0.13320413436692513,-0.711068044788975
2017-W45,Dominican Republic,Desktop,342,230062.1152,885.2655283113993,0.04268292682926833,-0.30564772586953337,-0.15864353118913954
2017-W45,Dominican Republic,Mobile App,82,34270.0964,817.6672117181844,0.8222222222222222,1.3272842719827747,0.22685388195920075
2017-W45,Dominican Republic,Mobile Web,135,84887.6637,970.5442968346468,0.569767441860465,1.8734210076382163,0.6293485791161975
2017-W45,Ecuador,Desktop,127,36061.6372,251.24823958923955,0.4111111111111112,0.221682482456677,-0.01078244807655937
2017-W45,Ecuador,Mobile App,30,6311.7658,178.0375715909091,1.3076923076923075,2.07990172445763,0.1060817407724357
2017-W45,Ecuador,Mobile Web,22,7839.3336,324.2311407407408,0.22222222222222232,1.3866604782768794,0.8808359890494701
2017-W45,Egypt,Desktop,72,28597.6652,433.93094496153844,-0.16279069767441856,-0.34946701917271294,-0.15369576286752762
2017-W45,Egypt,Mobile App,24,9465.7487,604.5136806878306,1.1818181818181817,1.5101794642987367,0.9049031497241438
2017-W45,Egypt,Mobile Web,18,6790.8368,679.6729288888889,-0.1428571428571429,0.1145970703693342,0.9555564396025693
2017-W45,El Salvador,Desktop,37,17258.468399999998,498.63083499999993,1.0555555555555554,2.47138315698342,0.6920319244668118
2017-W45,El Salvador,Mobile App,7,2133.92,405.25849999999997,1.3333333333333335,0.9194761270823588,-0.13607516681233878
2017-W45,El Salvador,Mobile Web,13,6148.1014000000005,432.6021777777778,3.333333333333333,3.5825269073671038,-0.032671556204843744
2017-W45,Equatorial Guinea,Desktop,3,6844.1203000000005,2281.3734333333337,0.5,19.25738712713626,12.504924751424172
2017-W45,Eritrea,Desktop,1,160.02,160.02,,,
2017-W45,Estonia,Desktop,85,23867.8854,246.3306067948718,0.3492063492063493,0.2957459768042441,-0.10562197377404658
2017-W45,Estonia,Mobile App,16,4237.8979,253.7433875,2.2,4.763205817632707,0.6861885596683752
2017-W45,Estonia,Mobile Web,12,2674.439,215.32980666666666,-0.07692307692307687,-0.5593736791823871,-0.5739056594331977
2017-W45,Ethiopia,Desktop,28,16642.7781,564.87645625,0.3999999999999999,2.3118652103233583,1.3246474914922306
2017-W45,Ethiopia,Mobile App,5,582.593,125.6786125,0.6666666666666667,-0.5204032744024315,-0.68962010683627
2017-W45,Ethiopia,Mobile Web,4,946.2447,196.29323333333332,0.0,-0.04063755352436005,-0.20394225063652005
2017-W45,Faroe Islands,Desktop,4,1707.4609,426.865225,0.0,0.35720368147246195,0.18537459319719862
2017-W45,Faroe Islands,Mobile App,1,166.8381,166.8381,0.0,-0.0878697985461735,-0.0878697985461735
2017-W45,Fiji,Desktop,79,45197.0731,567.1344191111111,-0.10227272727272729,-0.12177254433795448,-0.07341202479778242
2017-W45,Fiji,Mobile App,24,11586.7492,529.3287027777777,2.0,5.078519786752496,0.6944918094933488
2017-W45,Fiji,Mobile Web,20,9919.8521,478.6549141025641,0.25,-0.25902049923461345,-0.30685613178118365
2017-W45,Finland,Desktop,295,85332.5442,293.65588380826625,0.544502617801047,0.2986566174511387,-0.09834847806590685
2017-W45,Finland,Mobile App,68,14308.4692,278.24713024691357,1.5185185185185186,1.124631570482007,-0.08537847959399936
2017-W45,Finland,Mobile Web,39,10108.1666,291.27748090277777,1.0526315789473686,0.7347748088145083,-0.018593734312660648
2017-W45,France,Desktop,3738,1619617.1326,438.3175020961943,0.4191343963553531,0.2113377675294834,-0.2082129315458855
2017-W45,France,Mobile App,734,272508.1495,456.2085932594169,0.8395989974937343,1.0864055527481842,0.09509282808912256
2017-W45,France,Mobile Web,703,262550.7784,393.8094889100336,0.669833729216152,0.31486935242938974,-0.28327730703545817
2017-W45,French Polynesia,Desktop,41,34087.8993,747.13989,-0.18000000000000005,-0.3141284389559409,-0.4864802056372284
2017-W45,French Polynesia,Mobile App,6,3034.9094,520.276175,2.0,-0.2182138680377741,-0.7319559533438778
2017-W45,French Polynesia,Mobile Web,4,2611.17,652.7925,-0.19999999999999996,-0.6802509334081122,-0.6469852620421878
2017-W45,Gambia,Desktop,5,1715.4852,364.825625,4.0,0.8758238715764144,-0.6010757677549272
2017-W45,Gambia,Mobile App,1,3076.1776,3076.1776,,,
2017-W45,Georgia,Desktop,5,566.6461999999999,140.59441249999998,-0.5454545454545454,-0.8790478266862947,-0.6632965093659333
2017-W45,Georgia,Mobile App,3,1640.931,546.977,0.0,2.2237209040078567,2.2237209040078567
2017-W45,Georgia,Mobile Web,1,55.25,55.25,,,
2017-W45,Germany,Desktop,3332,1165572.4364,357.26743353705126,0.44492627927146566,0.3924938334787873,-0.09604512952499356
2017-W45,Germany,Mobile App,668,168599.8167,322.7352017923456,0.9031339031339032,0.7946350463776457,-0.0716761667395247
2017-W45,Germany,Mobile Web,477,146261.7743,320.7266568288813,0.5047318611987381,0.5425236682072219,-0.08576447970184042
2017-W45,Ghana,Desktop,40,25232.5549,649.3071609375,1.1052631578947367,1.0697166405159333,0.024512889747407618
2017-W45,Ghana,Mobile App,6,1779.4746,335.39492,-0.25,-0.5120080905524076,-0.5333563324671762
2017-W45,Ghana,Mobile Web,3,1028.501,342.83366666666666,0.5,3.4245089595681577,1.9496726397121051
2017-W45,Gibraltar,Desktop,12,5442.2508,482.15289999999993,0.33333333333333326,-0.017233786508773052,-0.17315598915413954
2017-W45,Gibraltar,Mobile Web,3,2516.0975,838.6991666666667,0.0,0.8055554558886742,0.40913041079194135
2017-W45,Greece,Desktop,342,154008.9866,326.3861660201923,0.30038022813688214,0.08929124046163062,-0.32999800204875185
2017-W45,Greece,Mobile App,91,23448.7195,260.18205796581196,1.676470588235294,1.037120614542414,-0.15371467288416052
2017-W45,Greece,Mobile Web,88,27339.108999999997,301.1791093707094,1.6666666666666665,1.414906209061357,-0.19785788046640274
2017-W45,Grenada,Desktop,24,14277.6346,753.4908766666666,1.1818181818181817,-0.1741177042772185,-0.2367924159375373
2017-W45,Grenada,Mobile App,2,193.57999999999998,96.78999999999999,-0.33333333333333337,-0.8908134813031201,-0.8628521551475253
2017-W45,Grenada,Mobile Web,3,2804.91,934.9699999999999,0.5,0.6705737309485946,0.11371582063239627
2017-W45,Guadeloupe,Desktop,8,6467.7917,660.9800416666667,1.0,10.836857846252054,3.150831332166126
2017-W45,Guadeloupe,Mobile Web,3,2923.0861,974.3620333333333,2.0,18.55104223449189,5.517014078163964
2017-W45,Guam,Desktop,405,251937.83459999997,770.0866655974877,2.4322033898305087,2.6254025080026007,0.25025857025476994
2017-W45,Guam,Mobile App,136,78120.3242,561.2284986266508,3.533333333333333,3.6629600665208004,0.0022693517673977315
2017-W45,Guam,Mobile Web,117,62073.1881,476.0035631723028,12.0,13.123492345708316,-0.08409740083765715
2017-W45,Guatemala,Desktop,120,35613.4413,274.2448765562088,1.0,1.1274326396165701,0.13066300901890604
2017-W45,Guatemala,Mobile App,17,2929.2356000000004,193.60347777777778,0.3076923076923077,-0.1703600189309239,-0.49446942458715837
2017-W45,Guatemala,Mobile Web,22,3985.09,219.40440476190477,0.46666666666666656,0.0336036809465885,-0.2299112829611759
2017-W45,Guinea-Bissau,Desktop,1,123.44,123.44,,,
2017-W45,Guyana,Desktop,5,3180.535,651.43875,1.5,-0.5721222663480994,-0.8247237424125016
2017-W45,Guyana,Mobile App,2,2923.2,1461.6,,,
2017-W45,Haiti,Desktop,38,9763.9637,277.70488181818183,0.8999999999999999,0.49777246168501565,0.004348706850054507
2017-W45,Haiti,Mobile App,9,2916.52,311.5419444444445,2.0,3.5019140528525563,0.4426800341648147
2017-W45,Haiti,Mobile Web,9,1891.7199999999998,209.7277083333333,1.25,0.10186155960951493,-0.5122006411647957
2017-W45,Honduras,Desktop,36,14563.534199999998,633.0042672222222,3.0,3.8880647054934077,0.5107113418945566
2017-W45,Honduras,Mobile App,10,2186.5104,319.8576,1.0,1.1206226541359947,0.7695316951731133
2017-W45,Honduras,Mobile Web,9,2712.52,305.2695,3.5,4.918785048768248,0.33221104540792945
2017-W45,Hong Kong,Desktop,2290,869293.2657999999,508.1339660719925,0.3214079630698212,0.2892397256964072,-0.1593307332376782
2017-W45,Hong Kong,Mobile App,1376,303657.2867,335.11093562254354,1.0568011958146486,1.0146611177160572,-0.1904105534116013
2017-W45,Hong Kong,Mobile Web,676,176932.0545,474.1455101545591,0.8074866310160427,0.90496660683887,0.06406099202823445
2017-W45,Hungary,Desktop,343,105425.1355,252.21723852982714,0.4411764705882353,0.43749224004030385,-0.1579548583596596
2017-W45,Hungary,Mobile App,72,18675.2502,289.65136112903224,1.25,2.033289528942213,0.32469383551044206
2017-W45,Hungary,Mobile Web,81,24079.501800000002,314.9305185064935,0.8,0.9947002501172264,0.24781515386746533
2017-W45,Iceland,Desktop,294,110215.3211,341.8064296729336,0.9731543624161074,0.5102858932788492,-0.14355309996747978
2017-W45,Iceland,Mobile App,54,15400.918599999999,342.1074605787037,5.0,5.377781944714885,0.2365894094353127
2017-W45,Iceland,Mobile Web,85,29926.9819,369.5375793571429,1.9310344827586206,0.9321261747913039,-0.23565541211864516
2017-W45,India,Desktop,835,268699.0792,369.44221817085446,0.12231182795698925,0.03671905652609442,0.034128934946044964
2017-W45,India,Mobile App,212,54241.614,293.6747562455649,0.962962962962963,1.0671226426699771,-0.2469336017854129
2017-W45,India,Mobile Web,125,49185.3178,395.78879975132276,0.14678899082568808,0.4622987508924692,0.20196919695407245
2017-W45,Indonesia,Desktop,707,205569.5153,354.0741709072459,0.12400635930047699,-0.3263717426070839,-0.22191124546385532
2017-W45,Indonesia,Mobile App,449,80923.80040000001,352.3613305745555,1.9346405228758168,1.1411309221919987,-0.03605905816706678
2017-W45,Indonesia,Mobile Web,309,79214.7386,508.42106223566543,1.0064935064935066,0.4403209076481933,0.08036273480706191
2017-W45,Ireland,Desktop,1376,412199.7846,322.45623557353304,0.42590673575129534,0.5668268477695033,-0.08873563021555397
2017-W45,Ireland,Mobile App,265,59235.1678,270.67169465726823,0.7785234899328859,0.748813199560018,0.004246113815737029
2017-W45,Ireland,Mobile Web,371,85904.82310000001,244.22684930894442,0.8457711442786069,0.46707501764750337,-0.2990143277487969
2017-W45,Israel,Desktop,218,125188.04389999999,501.51816242382097,0.21787709497206698,-0.23985807382613622,-0.4927172274513981
2017-W45,Israel,Mobile App,52,16674.0266,356.23002852049916,1.3636363636363638,0.8539314285517328,-0.16849877947890068
2017-W45,Israel,Mobile Web,32,20597.32,686.4696678571428,0.5238095238095237,1.1174652403182392,0.3942509305861075
2017-W45,Italy,Desktop,3413,1360855.286,368.84376809917103,0.37843295638126007,0.2134587443095901,-0.13493937925719457
2017-W45,Italy,Mobile App,841,222209.3939,353.7252333645476,1.4166666666666665,1.3194549896579906,0.1044155670740019
2017-W45,Italy,Mobile Web,719,229924.819,322.84973504325234,0.724220623501199,0.29166046825046443,-0.18546230554419907
2017-W45,Jamaica,Desktop,132,100672.60110000001,852.5790638587465,0.01538461538461533,-0.10624874111125637,-0.2105266403975975
2017-W45,Jamaica,Mobile App,32,12464.9836,430.1228636363636,1.6666666666666665,1.4780668135006847,-0.19149865524226117
2017-W45,Jamaica,Mobile Web,42,34613.0935,1056.4713717948719,0.35483870967741926,0.055233355371339776,-0.2762171069390683
2017-W45,Japan,Desktop,5793,1973375.8933,377.5154763224769,0.7093537916789614,0.7861591035199402,0.052760686559007564
2017-W45,Japan,Mobile App,2315,569340.9132,333.17058203684684,1.9340937896070978,1.8838766779966356,0.22348632515756495
2017-W45,Japan,Mobile Web,1503,402937.8996,304.11757722761723,1.6887298747763864,1.9850635424915013,0.055570387758940853
2017-W45,Jordan,Desktop,56,21506.4447,554.0616125647451,0.6470588235294117,0.9221568749668081,0.7142969813085731
2017-W45,Jordan,Mobile App,20,2969.8989,158.15718750000002,0.4285714285714286,-0.4227603544379851,-0.5741911147891545
2017-W45,Jordan,Mobile Web,7,943.8181,131.1544,0.75,2.251496614036702,0.8073316776443056
2017-W45,Kazakhstan,Desktop,10,4765.6946,565.8175666666666,1.0,0.8777951428263864,0.1147267791902904
2017-W45,Kazakhstan,Mobile App,1,356.003,356.003,0.0,2.0780716907981995,2.0780716907981995
2017-W45,Kenya,Desktop,71,32248.0071,404.3516569620959,0.7317073170731707,0.5170725453459484,-0.3023908064172933
2017-W45,Kenya,Mobile App,9,3498.5064,403.2133,0.5,0.3085385340049027,-0.09512218047116505
2017-W45,Kenya,Mobile Web,7,1670.6126,288.94785333333334,2.5,0.7928359647951742,-0.3798249774886635
2017-W45,Kuwait,Desktop,17,8050.6257,550.061053030303,-0.05555555555555558,-0.24192662340943372,-0.1379897191016033
2017-W45,Kuwait,Mobile App,6,1416.7671999999998,236.12786666666662,2.0,2.024458160515604,0.008152720171868078
2017-W45,Kuwait,Mobile Web,5,1249.9139,249.98278,1.5,4.407776138988555,1.163110455595422
2017-W45,Kyrgyzstan,Desktop,3,1188.0334,396.01113333333336,0.0,-0.26163244251087625,-0.05655477466746073
2017-W45,Laos,Desktop,72,12987.7402,179.77351388888889,1.1818181818181817,0.9241894774894366,-0.22126054733533218
2017-W45,Laos,Mobile App,33,3814.1575,110.13607261904761,2.6666666666666665,1.3027193183169712,-0.48831403465391743
2017-W45,Laos,Mobile Web,23,2834.8294,161.5401057692308,22.0,360.1247643312102,19.57835742283195
2017-W45,Latvia,Desktop,129,34691.4271,261.483648547286,0.21698113207547176,0.07919371674157616,-0.06126453220197037
2017-W45,Latvia,Mobile App,20,6268.125999999999,301.76431428571425,0.6666666666666667,0.5309287553589366,-0.25446213993504496
2017-W45,Latvia,Mobile Web,28,8159.933,292.9719615384615,0.6470588235294117,0.4991254662208249,0.040005848510644704
2017-W45,Lebanon,Desktop,19,8111.1057,498.09478636363633,0.5833333333333333,-0.07935473948496297,-0.27363169457251946
2017-W45,Lebanon,Mobile App,13,3213.25,359.0204761904762,0.8571428571428572,-0.6375925248587335,-0.7487519835806006
2017-W45,Lebanon,Mobile Web,4,2609.2476,652.3119,3.0,37.37128823529412,8.59282205882353
2017-W45,Lesotho,Desktop,2,1197.85,598.925,0.0,0.8077581248755876,0.8077581248755876
2017-W45,Liechtenstein,Desktop,5,1025.8874,205.17748,4.0,3.1092614734480932,-0.17814770531038138
2017-W45,Liechtenstein,Mobile Web,1,138.2534,138.2534,,,
2017-W45,Lithuania,Desktop,78,23490.3421,328.9255232761905,0.368421052631579,-0.05871062889640388,-0.11681634109859307
2017-W45,Lithuania,Mobile App,12,2573.0054,230.31073499999997,1.4,0.6070245500122105,-0.2807729721897272
2017-W45,Lithuania,Mobile Web,6,1048.4559,174.74265,-0.4,-0.32097468226787285,0.2185676881431342
2017-W45,Luxembourg,Desktop,62,22449.087799999998,409.4148945112782,0.4761904761904763,0.536701362845952,0.0869639420433852
2017-W45,Luxembourg,Mobile App,14,1651.4577,121.80356309523809,2.5,1.7253063428406024,-0.1959781395937954
2017-W45,Luxembourg,Mobile Web,6,1172.0352,211.92813999999998,0.5,-0.20136053550302346,-0.42235804439511626
2017-W45,Macau,Desktop,464,145559.5501,396.30723725338794,0.7058823529411764,0.283470500464037,-0.05253716121009666
2017-W45,Macau,Mobile App,237,58518.2555,331.2469475059163,1.788235294117647,0.8884713140917284,0.07863274932138387
2017-W45,Macau,Mobile Web,103,21197.9427,236.71725202177453,1.1458333333333335,0.3643111119675353,-0.3390295882253649
2017-W45,Macedonia,Desktop,9,2112.9941,261.3983583333333,1.25,2.3955953557510745,0.6802754944893066
2017-W45,Macedonia,Mobile App,1,151.5412,151.5412,0.0,0.5102981305300254,0.5102981305300254
2017-W45,Madagascar,Desktop,2,151.94,75.97,-0.5,-0.9029779151835157,-0.7799507319817102
2017-W45,Malawi,Desktop,6,3492.99,548.98058,-0.1428571428571429,0.07725876489600547,0.0071128654505874245
2017-W45,Malawi,Mobile Web,2,990.0074,495.0037,1.0,2.3971841328666526,0.6985920664333263
2017-W45,Malaysia,Desktop,836,206548.33969999998,249.95637310729947,0.4692442882249561,0.13289872396419766,-0.3515318336709943
2017-W45,Malaysia,Mobile App,344,64603.5481,236.8772458691663,2.0714285714285716,1.4026177075673587,-0.12529190564297787
2017-W45,Malaysia,Mobile Web,230,43583.4491,218.04159086763312,1.0909090909090908,0.41581734067400666,-0.3799691403345421
2017-W45,Maldives,Desktop,19,59316.8348,2698.734036111111,-0.4242424242424242,0.06521296008460808,0.4550961988509219
2017-W45,Maldives,Mobile App,16,22025.5464,1393.2338041666665,1.6666666666666665,0.5581659275024073,-0.40862594645178174
2017-W45,Maldives,Mobile Web,6,14643.3848,2755.9622,-0.4545454545454546,-0.12270362039312588,0.5511135391961637
2017-W45,Mali,Desktop,2,2131.867,1065.9335,,,
